iter	RMSE
351	0.9919845637
352	0.9893328705
353	0.9890363652
354	0.9865715708
355	0.9863734592
356	0.9861635455
357	0.9843498376
358	0.9817661375
359	0.9791665985
360	0.9762005515
361	0.9747149059
362	0.9732604346
363	0.9705091662
364	0.9702512221
365	0.9669169077
366	0.9666591008
367	0.9664122963
368	0.9633149566
369	0.9630794043
370	0.9607656174
371	0.9590445363
372	0.9562057202
373	0.9536992061
374	0.9504293524
375	0.9472722497
376	0.9447598816
377	0.9434713046
378	0.9402969723
379	0.9378572368
380	0.9355974017
381	0.9333295841
382	0.9304119325
383	0.9275624594
384	0.9245288514
385	0.9227486442
386	0.9201999619
387	0.9169669516
388	0.9141479253
389	0.9122775108
390	0.9102473967
391	0.9070869928
392	0.9048058368
393	0.9028538218
394	0.9003775268
395	0.897765817
396	0.8959420151
397	0.8940486794
398	0.8908531769
399	0.8885013501
400	0.8860441892
401	0.8845377733
402	0.8825668573
403	0.8806496157
404	0.8783413513
405	0.8765257452
406	0.8744359084
407	0.8739451082
408	0.8713664017
409	0.8694077668
410	0.8668721741
411	0.8654839198
412	0.8640206841
413	0.8613783435
414	0.8584582583
415	0.8564647918
416	0.8547998207
417	0.8521968316
418	0.8502502987
419	0.8484937472
420	0.8457714385
421	0.8441175151
422	0.842167259
423	0.8404207881
424	0.8382661017
425	0.8353250951
426	0.8342027743
427	0.8317825034
428	0.8307112493
429	0.8284344547
430	0.827115035
431	0.8258531279
432	0.8240366655
433	0.8213492784
434	0.8191330103
435	0.8175952519
436	0.8164601545
437	0.8144372467
438	0.8126413945
439	0.810245627
440	0.8082495084
441	0.8064416372
442	0.8046291944
443	0.803672167
444	0.8024958687
445	0.8003297482
446	0.7992668182
447	0.7968046224
448	0.7946334221
449	0.7931110607
450	0.7918548915
451	0.7899766252
452	0.787760843
453	0.7857973285
454	0.7840948285
455	0.7831062906
456	0.7819553137
457	0.7808894472
458	0.7786231116
459	0.7768959259
460	0.7758177616
461	0.7742205804
462	0.7719608364
463	0.7704438981
464	0.7686996195
465	0.7666227318
466	0.7644762521
467	0.762419176
468	0.7603495945
469	0.7585831462
470	0.7577910468
471	0.7560882113
472	0.7551221828
473	0.7534788581
474	0.7523363053
475	0.7503393553
476	0.7488041291
477	0.747095835
478	0.7457923
479	0.7433116124
480	0.7422087673
481	0.7404216549
482	0.7385671534
483	0.737225834
484	0.7356354138
485	0.7342957373
486	0.7322725978
487	0.7307741191
488	0.7288534583
489	0.7271491052
490	0.7253524441
491	0.7234391614
492	0.7220551613
493	0.7207579351
494	0.7202945697
495	0.7183861083
496	0.7168313409
497	0.7154694982
498	0.7137155351
499	0.7123036597
500	0.7107087071
501	0.7095615547
502	0.7080012184
503	0.7057209551
504	0.7038744099
505	0.7031107968
506	0.7027029512
507	0.7011516357
508	0.7009190442
509	0.6991914127
510	0.6979149137
511	0.6966351723
512	0.6958828838
513	0.6948013329
514	0.6931807899
515	0.6913372664
516	0.689732844
517	0.6883854946
518	0.6867654336
519	0.6849553477
520	0.6841480995
521	0.6824933153
522	0.6816657832
523	0.6803964694
524	0.6788886211
525	0.677962027
526	0.6763437185
527	0.6753309132
528	0.6745826848
529	0.6730909857
530	0.6723359358
531	0.6712288004
532	0.669460158
533	0.6679281243
534	0.6670840415
535	0.665787462
536	0.6652256888
537	0.664084265
538	0.6632649868
539	0.66184008
540	0.6610221803
541	0.6597722209
542	0.6594819239
543	0.6586559527
544	0.6581488178
545	0.6565572526
546	0.6550845213
547	0.6534967259
548	0.6526264926
549	0.6510799344
550	0.6506700951
551	0.6501826315
552	0.6486432789
553	0.6481829758
554	0.6475487601
555	0.6460018832
556	0.6443349557
557	0.6428881229
558	0.6417333754
559	0.6405586119
560	0.6399566175
561	0.6389723009
562	0.6380047165
563	0.6366556722
564	0.6348098521
565	0.6335268643
566	0.6321057196
567	0.6307386303
568	0.6289415188
569	0.6276746574
570	0.6271508402
571	0.6257502801
572	0.6242366596
573	0.6234761609
574	0.6224117964
575	0.6211066705
576	0.6197979525
577	0.6190064642
578	0.6180081928
579	0.6172252396
580	0.6160493728
581	0.6154373948
582	0.6141640671
583	0.613503962
584	0.6122979344
585	0.6109448652
586	0.6104517985
587	0.6093146281
588	0.6082419934
589	0.6071907164
590	0.6063746995
591	0.6058498287
592	0.6045317182
593	0.6034406956
594	0.6019445744
595	0.6006166289
596	0.599421855
597	0.5981927697
598	0.59713445
599	0.596457469
600	0.5952916484
601	0.5942347658
602	0.5933373191
603	0.5924866677
604	0.5911107834
605	0.5897716675
606	0.5893722221
607	0.588509548
608	0.5879322981
609	0.5868528438
610	0.5863215654
611	0.5855528038
612	0.5840982797
613	0.5832207164
614	0.5823857137
615	0.5811482935
616	0.5799344189
617	0.5788362507
618	0.5782881325
619	0.5777457142
620	0.5767850507
621	0.575704175
622	0.5744189754
623	0.5738662284
624	0.5733512616
625	0.5721626443
626	0.5718703844
627	0.5705326155
628	0.5694768351
629	0.568636694
630	0.5674987655
631	0.5666924574
632	0.5655157897
633	0.5642752874
634	0.5631385843
635	0.5624364476
636	0.5615233312
637	0.5602920949
638	0.559438667
639	0.5589405945
640	0.5580846758
641	0.5575244307
642	0.5571668226
643	0.5561349377
644	0.555785383
645	0.5548101588
646	0.553633688
647	0.5527123771
648	0.5518094534
649	0.5508425805
650	0.55024291
651	0.5491853134
652	0.5481619919
653	0.5476048281
654	0.5465718321
655	0.5455408822
656	0.5448078288
657	0.5436834846
658	0.5429986127
659	0.5420021303
660	0.5416826126
661	0.5409442327
662	0.5399297088
663	0.5392644054
664	0.5389989299
665	0.5385776114
666	0.5382127869
667	0.5371357347
668	0.5363910712
669	0.5353612105
670	0.5343540639
671	0.5333686161
672	0.5322084195
673	0.5312162323
674	0.5301710201
675	0.5294780275
676	0.52845322
677	0.5274796451
678	0.5267939315
679	0.526415598
680	0.5254639623
681	0.5243658013
682	0.5233943943
683	0.5225326919
684	0.5218876728
685	0.520903886
686	0.519895688
687	0.519075264
688	0.5178723909
689	0.5168440579
690	0.5161455617
691	0.5151136181
692	0.5143104999
693	0.514049452
694	0.512876962
695	0.5123408566
696	0.5118980457
697	0.5109692641
698	0.5101908845
699	0.5095414195
700	0.5086375334
701	0.5082571524
702	0.5076262302
703	0.5068013213
704	0.5065487671
705	0.5057583555
706	0.5051150862
707	0.5043695188
708	0.5040781987
709	0.5031517524
710	0.502666326
711	0.501711454
712	0.501053839
713	0.500365601
714	0.5000178639
715	0.4995855271
716	0.4986916771
717	0.4980983799
718	0.4972293135
719	0.4962991891
720	0.4954425926
721	0.4946063675
722	0.493947146
723	0.4931528905
724	0.4924134138
725	0.492064561
726	0.4912197468
727	0.4909955811
728	0.4901071731
729	0.4893832248
730	0.4885666149
731	0.4876990768
732	0.4869861297
733	0.4862735828
734	0.4860721013
735	0.4857049047
736	0.484957028
737	0.4842385894
738	0.4832788447
739	0.4828920234
740	0.482310341
741	0.4814608814
742	0.4811988176
743	0.4805571915
744	0.4799736918
745	0.4793384209
746	0.4785762237
747	0.4783416312
748	0.4774957853
749	0.4768118772
750	0.4759624627
751	0.4752891858
752	0.4745819149
753	0.4737974858
754	0.4731433932
755	0.4724118011
756	0.4721835848
757	0.4715219133
758	0.4706238427
759	0.4702517039
760	0.4699877231
761	0.4693181789
762	0.4684473698
763	0.4673954516
764	0.467079897
765	0.4663045625
766	0.4657035685
767	0.4650086793
768	0.4641819923
769	0.4639236585
770	0.4637091175
771	0.4634215936
772	0.463220715
773	0.4624907805
774	0.4616699873
775	0.4613920323
776	0.4603962182
777	0.4596956003
778	0.4593427856
779	0.4586705924
780	0.4584729885
781	0.4575532309
782	0.456781536
783	0.456012638
784	0.4557167182
785	0.4550072367
786	0.4547271397
787	0.4544936019
788	0.4538783899
789	0.4533259706
790	0.453004822
791	0.4526244505
792	0.4517848746
793	0.451601761
794	0.4510152558
795	0.4503523713
796	0.4497334796
797	0.4491272355
798	0.4484673973
799	0.4482052584
800	0.4476660455
801	0.447382282
802	0.4471884371
803	0.4464241233
804	0.4456073706
805	0.4449008929
806	0.4441424654
807	0.4434541468
808	0.4428836369
809	0.4426153256
810	0.4419170717
811	0.4412101395
812	0.4405643848
813	0.4400769196
814	0.4397829487
815	0.4389150227
816	0.4382115905
817	0.4375285453
818	0.4366284282
819	0.4361148393
820	0.4356135495
821	0.4353866256
822	0.4348453264
823	0.4346383781
824	0.4342004969
825	0.4333371531
826	0.4331562101
827	0.4325080065
828	0.4318973545
829	0.4312236592
830	0.4308660034
831	0.4302851546
832	0.4300372332
833	0.4296518579
834	0.4292670301
835	0.4286394805
836	0.4284688335
837	0.4279477293
838	0.4273683737
839	0.4271905209
840	0.4263595151
841	0.4257315281
842	0.4249484325
843	0.4244292579
844	0.4238465406
845	0.4235685572
846	0.4230031136
847	0.4226988009
848	0.4224417788
849	0.4220803186
850	0.4214088788
851	0.4210407308
852	0.4204573821
853	0.4199716606
854	0.4193927862
855	0.4187660257
856	0.4182010488
857	0.4176635963
858	0.4170201189
859	0.4165194659
860	0.415949005
861	0.4152196577
862	0.4145818643
863	0.4140050509
864	0.4134788628
865	0.4128814802
866	0.4124284413
867	0.4119348656
868	0.4115665453
869	0.4111997187
870	0.4110448639
871	0.4108314881
872	0.4105717947
873	0.4101683251
874	0.4096228843
875	0.408939692
876	0.4084647621
877	0.4079865153
878	0.4073822426
879	0.4071625736
880	0.4064548622
881	0.4060105192
882	0.4058062646
883	0.4053046759
884	0.4047171469
885	0.4045175653
886	0.4038269536
887	0.403357342
888	0.4027632549
889	0.402040156
890	0.4017796852
891	0.4015735669
892	0.4010990659
893	0.4004317986
894	0.3998255305
895	0.3991974894
896	0.3986221682
897	0.3979284462
898	0.3973352051
899	0.3969085271
900	0.396421732
901	0.3959101409
902	0.3957734655
903	0.3950010673
904	0.3948191367
905	0.3942776722
906	0.393892111
907	0.3936703696
908	0.3932327522
909	0.3925549978
910	0.3920021579
911	0.3912132283
912	0.390540437
913	0.3898537346
914	0.3893485389
915	0.3890598706
916	0.3884339603
917	0.3882589695
918	0.3877430711
919	0.3871568588
920	0.3867198811
921	0.3861654899
922	0.3856237836
923	0.3850538198
924	0.3847830141
925	0.3841577081
926	0.3835868391
927	0.382983045
928	0.3825873702
929	0.3820927724
930	0.3819480272
931	0.3818427481
932	0.3812959534
933	0.3810714882
934	0.3808673935
935	0.3802421531
936	0.3801061345
937	0.3798056682
938	0.379226346
939	0.3786463752
940	0.3784409383
941	0.3783133881
942	0.3781477597
943	0.3777375403
944	0.3774896915
945	0.3769074431
946	0.3762943031
947	0.3756633793
948	0.3752027951
949	0.3750143661
950	0.3744705239
951	0.3742152583
952	0.3739854931
953	0.3738198482
954	0.3732284241
955	0.372735558
956	0.3722685998
957	0.3718955974
958	0.3717398455
959	0.3712799079
960	0.3710377157
961	0.370646578
962	0.3701102077
963	0.3699066192
964	0.3692368612
965	0.3685901816
966	0.3684299265
967	0.3679333498
968	0.3674953869
969	0.3668749982
970	0.3666944027
971	0.3664381461
972	0.3659161946
973	0.3652270329
974	0.3647747029
975	0.3642267228
976	0.3639772759
977	0.3638040596
978	0.3632837665
979	0.3628475829
980	0.3623003794
981	0.3616921989
982	0.3611720322
983	0.3609272691
984	0.3608268312
985	0.3601616073
986	0.3596975296
987	0.3590783762
988	0.3589003348
989	0.3583038943
990	0.3581604009
991	0.3574490918
992	0.3570034443
993	0.3568630215
994	0.356662725
995	0.3561304555
996	0.3556572684
997	0.3551731342
998	0.3545932706
999	0.354280373
